id,furniture_id,furniture_name,type_1,type_2,purchase_times,cost_type,cost_num
v:number,v:number,v:string,v:number,v:number,v:number,v:number,v:number
id,家具ID,家具名字,1.墙壁-2.地板-3.地毯-4.墙壁装饰-5.室内地面装饰-6.柜台-7.货架-8.储物箱-9.资源篮-10.室外装饰-11.宠物小家,家具小类,第几次购买该家具,解锁消耗类型：1-金币，2-钻石,解锁花费数量
1,27001,初级枪械货架,7,1,2,1,1000
2,27001,初级枪械货架,7,1,3,1,5000
3,27001,初级枪械货架,7,1,4,1,10000
4,27001,初级枪械货架,7,1,5,1,15000
5,27001,初级枪械货架,7,1,6,1,20000
6,27001,初级枪械货架,7,1,7,1,30000
7,27001,初级枪械货架,7,1,8,1,40000
8,27001,初级枪械货架,7,1,9,1,50000
9,27001,初级枪械货架,7,1,10,1,50000
10,27001,初级枪械货架,7,1,11,1,50000
11,27001,初级枪械货架,7,1,12,1,50000
12,27001,初级枪械货架,7,1,13,1,50000
13,27001,初级枪械货架,7,1,14,1,50000
14,27001,初级枪械货架,7,1,15,1,50000
15,27001,初级枪械货架,7,1,16,1,50000
16,27001,初级枪械货架,7,1,17,1,50000
17,27001,初级枪械货架,7,1,18,1,50000
18,27001,初级枪械货架,7,1,19,1,50000
19,27001,初级枪械货架,7,1,20,1,50000
20,27001,初级枪械货架,7,1,21,1,50000
21,27001,初级枪械货架,7,1,22,1,50000
22,27001,初级枪械货架,7,1,23,1,50000
23,27001,初级枪械货架,7,1,24,1,50000
24,27001,初级枪械货架,7,1,25,1,50000
25,27001,初级枪械货架,7,1,26,1,50000
26,27001,初级枪械货架,7,1,27,1,50000
27,27001,初级枪械货架,7,1,28,1,50000
28,27001,初级枪械货架,7,1,29,1,50000
29,27001,初级枪械货架,7,1,30,1,50000
30,27001,初级枪械货架,7,1,31,1,50000
31,27001,初级枪械货架,7,1,32,1,50000
32,27001,初级枪械货架,7,1,33,1,50000
33,27001,初级枪械货架,7,1,34,1,50000
34,27001,初级枪械货架,7,1,35,1,50000
35,27001,初级枪械货架,7,1,36,1,50000
36,27001,初级枪械货架,7,1,37,1,50000
37,27001,初级枪械货架,7,1,38,1,50000
38,27001,初级枪械货架,7,1,39,1,50000
39,27001,初级枪械货架,7,1,40,1,50000
40,27001,初级枪械货架,7,1,41,1,50000
41,27001,初级枪械货架,7,1,42,1,50000
42,27001,初级枪械货架,7,1,43,1,50000
43,27001,初级枪械货架,7,1,44,1,50000
44,27001,初级枪械货架,7,1,45,1,50000
45,27001,初级枪械货架,7,1,46,1,50000
46,27001,初级枪械货架,7,1,47,1,50000
47,27001,初级枪械货架,7,1,48,1,50000
48,27001,初级枪械货架,7,1,49,1,50000
49,27001,初级枪械货架,7,1,50,1,50000
50,27001,初级枪械货架,7,1,51,1,50000
51,27001,初级枪械货架,7,1,52,1,50000
52,27001,初级枪械货架,7,1,53,1,50000
53,27001,初级枪械货架,7,1,54,1,50000
54,27001,初级枪械货架,7,1,55,1,50000
55,27001,初级枪械货架,7,1,56,1,50000
56,27001,初级枪械货架,7,1,57,1,50000
57,27001,初级枪械货架,7,1,58,1,50000
58,27001,初级枪械货架,7,1,59,1,50000
59,27001,初级枪械货架,7,1,60,1,50000
60,27001,初级枪械货架,7,1,61,1,50000
61,27001,初级枪械货架,7,1,62,1,50000
62,27001,初级枪械货架,7,1,63,1,50000
63,27001,初级枪械货架,7,1,64,1,50000
64,27001,初级枪械货架,7,1,65,1,50000
65,27001,初级枪械货架,7,1,66,1,50000
66,27001,初级枪械货架,7,1,67,1,50000
67,27001,初级枪械货架,7,1,68,1,50000
68,27001,初级枪械货架,7,1,69,1,50000
69,27001,初级枪械货架,7,1,70,1,50000
70,27001,初级枪械货架,7,1,71,1,50000
71,27001,初级枪械货架,7,1,72,1,50000
72,27001,初级枪械货架,7,1,73,1,50000
73,27001,初级枪械货架,7,1,74,1,50000
74,27001,初级枪械货架,7,1,75,1,50000
75,27001,初级枪械货架,7,1,76,1,50000
76,27001,初级枪械货架,7,1,77,1,50000
77,27001,初级枪械货架,7,1,78,1,50000
78,27001,初级枪械货架,7,1,79,1,50000
79,27001,初级枪械货架,7,1,80,1,50000
80,28001,初级冷兵器货架,7,2,2,1,800
81,28001,初级冷兵器货架,7,2,3,1,5000
82,28001,初级冷兵器货架,7,2,4,1,10000
83,28001,初级冷兵器货架,7,2,5,1,15000
84,28001,初级冷兵器货架,7,2,6,1,20000
85,28001,初级冷兵器货架,7,2,7,1,30000
86,28001,初级冷兵器货架,7,2,8,1,40000
87,28001,初级冷兵器货架,7,2,9,1,50000
88,28001,初级冷兵器货架,7,2,10,1,50000
89,28001,初级冷兵器货架,7,2,11,1,50000
90,28001,初级冷兵器货架,7,2,12,1,50000
91,28001,初级冷兵器货架,7,2,13,1,50000
92,28001,初级冷兵器货架,7,2,14,1,50000
93,28001,初级冷兵器货架,7,2,15,1,50000
94,28001,初级冷兵器货架,7,2,16,1,50000
95,28001,初级冷兵器货架,7,2,17,1,50000
96,28001,初级冷兵器货架,7,2,18,1,50000
97,28001,初级冷兵器货架,7,2,19,1,50000
98,28001,初级冷兵器货架,7,2,20,1,50000
99,28001,初级冷兵器货架,7,2,21,1,50000
100,28001,初级冷兵器货架,7,2,22,1,50000
101,28001,初级冷兵器货架,7,2,23,1,50000
102,28001,初级冷兵器货架,7,2,24,1,50000
103,28001,初级冷兵器货架,7,2,25,1,50000
104,28001,初级冷兵器货架,7,2,26,1,50000
105,28001,初级冷兵器货架,7,2,27,1,50000
106,28001,初级冷兵器货架,7,2,28,1,50000
107,28001,初级冷兵器货架,7,2,29,1,50000
108,28001,初级冷兵器货架,7,2,30,1,50000
109,28001,初级冷兵器货架,7,2,31,1,50000
110,28001,初级冷兵器货架,7,2,32,1,50000
111,28001,初级冷兵器货架,7,2,33,1,50000
112,28001,初级冷兵器货架,7,2,34,1,50000
113,28001,初级冷兵器货架,7,2,35,1,50000
114,28001,初级冷兵器货架,7,2,36,1,50000
115,28001,初级冷兵器货架,7,2,37,1,50000
116,28001,初级冷兵器货架,7,2,38,1,50000
117,28001,初级冷兵器货架,7,2,39,1,50000
118,28001,初级冷兵器货架,7,2,40,1,50000
119,28001,初级冷兵器货架,7,2,41,1,50000
120,28001,初级冷兵器货架,7,2,42,1,50000
121,28001,初级冷兵器货架,7,2,43,1,50000
122,28001,初级冷兵器货架,7,2,44,1,50000
123,28001,初级冷兵器货架,7,2,45,1,50000
124,28001,初级冷兵器货架,7,2,46,1,50000
125,28001,初级冷兵器货架,7,2,47,1,50000
126,28001,初级冷兵器货架,7,2,48,1,50000
127,28001,初级冷兵器货架,7,2,49,1,50000
128,28001,初级冷兵器货架,7,2,50,1,50000
129,28001,初级冷兵器货架,7,2,51,1,50000
130,28001,初级冷兵器货架,7,2,52,1,50000
131,28001,初级冷兵器货架,7,2,53,1,50000
132,28001,初级冷兵器货架,7,2,54,1,50000
133,28001,初级冷兵器货架,7,2,55,1,50000
134,28001,初级冷兵器货架,7,2,56,1,50000
135,28001,初级冷兵器货架,7,2,57,1,50000
136,28001,初级冷兵器货架,7,2,58,1,50000
137,28001,初级冷兵器货架,7,2,59,1,50000
138,28001,初级冷兵器货架,7,2,60,1,50000
139,28001,初级冷兵器货架,7,2,61,1,50000
140,28001,初级冷兵器货架,7,2,62,1,50000
141,28001,初级冷兵器货架,7,2,63,1,50000
142,28001,初级冷兵器货架,7,2,64,1,50000
143,28001,初级冷兵器货架,7,2,65,1,50000
144,28001,初级冷兵器货架,7,2,66,1,50000
145,28001,初级冷兵器货架,7,2,67,1,50000
146,28001,初级冷兵器货架,7,2,68,1,50000
147,28001,初级冷兵器货架,7,2,69,1,50000
148,28001,初级冷兵器货架,7,2,70,1,50000
149,28001,初级冷兵器货架,7,2,71,1,50000
150,28001,初级冷兵器货架,7,2,72,1,50000
151,28001,初级冷兵器货架,7,2,73,1,50000
152,28001,初级冷兵器货架,7,2,74,1,50000
153,28001,初级冷兵器货架,7,2,75,1,50000
154,28001,初级冷兵器货架,7,2,76,1,50000
155,28001,初级冷兵器货架,7,2,77,1,50000
156,28001,初级冷兵器货架,7,2,78,1,50000
157,28001,初级冷兵器货架,7,2,79,1,50000
158,28001,初级冷兵器货架,7,2,80,1,50000
159,29001,初级防具货架,7,3,2,1,800
160,29001,初级防具货架,7,3,3,1,5000
161,29001,初级防具货架,7,3,4,1,10000
162,29001,初级防具货架,7,3,5,1,15000
163,29001,初级防具货架,7,3,6,1,20000
164,29001,初级防具货架,7,3,7,1,30000
165,29001,初级防具货架,7,3,8,1,40000
166,29001,初级防具货架,7,3,9,1,50000
167,29001,初级防具货架,7,3,10,1,50000
168,29001,初级防具货架,7,3,11,1,50000
169,29001,初级防具货架,7,3,12,1,50000
170,29001,初级防具货架,7,3,13,1,50000
171,29001,初级防具货架,7,3,14,1,50000
172,29001,初级防具货架,7,3,15,1,50000
173,29001,初级防具货架,7,3,16,1,50000
174,29001,初级防具货架,7,3,17,1,50000
175,29001,初级防具货架,7,3,18,1,50000
176,29001,初级防具货架,7,3,19,1,50000
177,29001,初级防具货架,7,3,20,1,50000
178,29001,初级防具货架,7,3,21,1,50000
179,29001,初级防具货架,7,3,22,1,50000
180,29001,初级防具货架,7,3,23,1,50000
181,29001,初级防具货架,7,3,24,1,50000
182,29001,初级防具货架,7,3,25,1,50000
183,29001,初级防具货架,7,3,26,1,50000
184,29001,初级防具货架,7,3,27,1,50000
185,29001,初级防具货架,7,3,28,1,50000
186,29001,初级防具货架,7,3,29,1,50000
187,29001,初级防具货架,7,3,30,1,50000
188,29001,初级防具货架,7,3,31,1,50000
189,29001,初级防具货架,7,3,32,1,50000
190,29001,初级防具货架,7,3,33,1,50000
191,29001,初级防具货架,7,3,34,1,50000
192,29001,初级防具货架,7,3,35,1,50000
193,29001,初级防具货架,7,3,36,1,50000
194,29001,初级防具货架,7,3,37,1,50000
195,29001,初级防具货架,7,3,38,1,50000
196,29001,初级防具货架,7,3,39,1,50000
197,29001,初级防具货架,7,3,40,1,50000
198,29001,初级防具货架,7,3,41,1,50000
199,29001,初级防具货架,7,3,42,1,50000
200,29001,初级防具货架,7,3,43,1,50000
201,29001,初级防具货架,7,3,44,1,50000
202,29001,初级防具货架,7,3,45,1,50000
203,29001,初级防具货架,7,3,46,1,50000
204,29001,初级防具货架,7,3,47,1,50000
205,29001,初级防具货架,7,3,48,1,50000
206,29001,初级防具货架,7,3,49,1,50000
207,29001,初级防具货架,7,3,50,1,50000
208,29001,初级防具货架,7,3,51,1,50000
209,29001,初级防具货架,7,3,52,1,50000
210,29001,初级防具货架,7,3,53,1,50000
211,29001,初级防具货架,7,3,54,1,50000
212,29001,初级防具货架,7,3,55,1,50000
213,29001,初级防具货架,7,3,56,1,50000
214,29001,初级防具货架,7,3,57,1,50000
215,29001,初级防具货架,7,3,58,1,50000
216,29001,初级防具货架,7,3,59,1,50000
217,29001,初级防具货架,7,3,60,1,50000
218,29001,初级防具货架,7,3,61,1,50000
219,29001,初级防具货架,7,3,62,1,50000
220,29001,初级防具货架,7,3,63,1,50000
221,29001,初级防具货架,7,3,64,1,50000
222,29001,初级防具货架,7,3,65,1,50000
223,29001,初级防具货架,7,3,66,1,50000
224,29001,初级防具货架,7,3,67,1,50000
225,29001,初级防具货架,7,3,68,1,50000
226,29001,初级防具货架,7,3,69,1,50000
227,29001,初级防具货架,7,3,70,1,50000
228,29001,初级防具货架,7,3,71,1,50000
229,29001,初级防具货架,7,3,72,1,50000
230,29001,初级防具货架,7,3,73,1,50000
231,29001,初级防具货架,7,3,74,1,50000
232,29001,初级防具货架,7,3,75,1,50000
233,29001,初级防具货架,7,3,76,1,50000
234,29001,初级防具货架,7,3,77,1,50000
235,29001,初级防具货架,7,3,78,1,50000
236,29001,初级防具货架,7,3,79,1,50000
237,29001,初级防具货架,7,3,80,1,50000
238,30001,初级散件货架,7,4,2,1,1000
239,30001,初级散件货架,7,4,3,1,5000
240,30001,初级散件货架,7,4,4,1,10000
241,30001,初级散件货架,7,4,5,1,15000
242,30001,初级散件货架,7,4,6,1,20000
243,30001,初级散件货架,7,4,7,1,30000
244,30001,初级散件货架,7,4,8,1,40000
245,30001,初级散件货架,7,4,9,1,50000
246,30001,初级散件货架,7,4,10,1,50000
247,30001,初级散件货架,7,4,11,1,50000
248,30001,初级散件货架,7,4,12,1,50000
249,30001,初级散件货架,7,4,13,1,50000
250,30001,初级散件货架,7,4,14,1,50000
251,30001,初级散件货架,7,4,15,1,50000
252,30001,初级散件货架,7,4,16,1,50000
253,30001,初级散件货架,7,4,17,1,50000
254,30001,初级散件货架,7,4,18,1,50000
255,30001,初级散件货架,7,4,19,1,50000
256,30001,初级散件货架,7,4,20,1,50000
257,30001,初级散件货架,7,4,21,1,50000
258,30001,初级散件货架,7,4,22,1,50000
259,30001,初级散件货架,7,4,23,1,50000
260,30001,初级散件货架,7,4,24,1,50000
261,30001,初级散件货架,7,4,25,1,50000
262,30001,初级散件货架,7,4,26,1,50000
263,30001,初级散件货架,7,4,27,1,50000
264,30001,初级散件货架,7,4,28,1,50000
265,30001,初级散件货架,7,4,29,1,50000
266,30001,初级散件货架,7,4,30,1,50000
267,30001,初级散件货架,7,4,31,1,50000
268,30001,初级散件货架,7,4,32,1,50000
269,30001,初级散件货架,7,4,33,1,50000
270,30001,初级散件货架,7,4,34,1,50000
271,30001,初级散件货架,7,4,35,1,50000
272,30001,初级散件货架,7,4,36,1,50000
273,30001,初级散件货架,7,4,37,1,50000
274,30001,初级散件货架,7,4,38,1,50000
275,30001,初级散件货架,7,4,39,1,50000
276,30001,初级散件货架,7,4,40,1,50000
277,30001,初级散件货架,7,4,41,1,50000
278,30001,初级散件货架,7,4,42,1,50000
279,30001,初级散件货架,7,4,43,1,50000
280,30001,初级散件货架,7,4,44,1,50000
281,30001,初级散件货架,7,4,45,1,50000
282,30001,初级散件货架,7,4,46,1,50000
283,30001,初级散件货架,7,4,47,1,50000
284,30001,初级散件货架,7,4,48,1,50000
285,30001,初级散件货架,7,4,49,1,50000
286,30001,初级散件货架,7,4,50,1,50000
287,30001,初级散件货架,7,4,51,1,50000
288,30001,初级散件货架,7,4,52,1,50000
289,30001,初级散件货架,7,4,53,1,50000
290,30001,初级散件货架,7,4,54,1,50000
291,30001,初级散件货架,7,4,55,1,50000
292,30001,初级散件货架,7,4,56,1,50000
293,30001,初级散件货架,7,4,57,1,50000
294,30001,初级散件货架,7,4,58,1,50000
295,30001,初级散件货架,7,4,59,1,50000
296,30001,初级散件货架,7,4,60,1,50000
297,30001,初级散件货架,7,4,61,1,50000
298,30001,初级散件货架,7,4,62,1,50000
299,30001,初级散件货架,7,4,63,1,50000
300,30001,初级散件货架,7,4,64,1,50000
301,30001,初级散件货架,7,4,65,1,50000
302,30001,初级散件货架,7,4,66,1,50000
303,30001,初级散件货架,7,4,67,1,50000
304,30001,初级散件货架,7,4,68,1,50000
305,30001,初级散件货架,7,4,69,1,50000
306,30001,初级散件货架,7,4,70,1,50000
307,30001,初级散件货架,7,4,71,1,50000
308,30001,初级散件货架,7,4,72,1,50000
309,30001,初级散件货架,7,4,73,1,50000
310,30001,初级散件货架,7,4,74,1,50000
311,30001,初级散件货架,7,4,75,1,50000
312,30001,初级散件货架,7,4,76,1,50000
313,30001,初级散件货架,7,4,77,1,50000
314,30001,初级散件货架,7,4,78,1,50000
315,30001,初级散件货架,7,4,79,1,50000
316,30001,初级散件货架,7,4,80,1,50000
317,31001,初级保险柜,8,1,2,1,5000
318,31001,初级保险柜,8,1,3,1,15000
319,31001,初级保险柜,8,1,4,1,30000
320,31001,初级保险柜,8,1,5,1,50000
321,17001,初级铁矿箱,9,3,2,1,5000
322,17001,初级铁矿箱,9,3,3,1,15000
323,17001,初级铁矿箱,9,3,4,1,30000
324,17001,初级铁矿箱,9,3,5,1,50000
325,18001,初级木材箱,9,7,2,1,5000
326,18001,初级木材箱,9,7,3,1,15000
327,18001,初级木材箱,9,7,4,1,30000
328,18001,初级木材箱,9,7,5,1,50000
329,19001,初级皮革箱,9,10,2,1,5000
330,19001,初级皮革箱,9,10,3,1,15000
331,19001,初级皮革箱,9,10,4,1,30000
332,19001,初级皮革箱,9,10,5,1,50000
333,20001,初级化学药剂柜,9,9,2,1,5000
334,20001,初级化学药剂柜,9,9,3,1,15000
335,20001,初级化学药剂柜,9,9,4,1,30000
336,20001,初级化学药剂柜,9,9,5,1,50000
337,21001,初级钢材箱,9,8,2,1,50000
338,21001,初级钢材箱,9,8,3,1,150000
339,21001,初级钢材箱,9,8,4,1,300000
340,21001,初级钢材箱,9,8,5,1,500000
341,22001,初级橡胶架,9,1,2,1,50000
342,22001,初级橡胶架,9,1,3,1,150000
343,22001,初级橡胶架,9,1,4,1,300000
344,22001,初级橡胶架,9,1,5,1,500000
345,23001,初级布料箱,9,6,2,1,50000
346,23001,初级布料箱,9,6,3,1,150000
347,23001,初级布料箱,9,6,4,1,300000
348,23001,初级布料箱,9,6,5,1,500000
349,24001,初级储油箱,9,4,2,1,50000
350,24001,初级储油箱,9,4,3,1,150000
351,24001,初级储油箱,9,4,4,1,300000
352,24001,初级储油箱,9,4,5,1,500000
353,25001,初级电路元件箱,9,5,2,1,2000000
354,25001,初级电路元件箱,9,5,3,1,3000000
355,25001,初级电路元件箱,9,5,4,1,50000000
356,25001,初级电路元件箱,9,5,5,1,100000000
357,26001,初级玻璃架,9,2,2,1,2000000
358,26001,初级玻璃架,9,2,3,1,3000000
359,26001,初级玻璃架,9,2,4,1,50000000
360,26001,初级玻璃架,9,2,5,1,100000000
